2-FAL,DP,Condition
0.05362068784664447,712.349271985337,Healthy
0.057094402780810904,1055.098835063417,Healthy
0.06534792908542045,786.3716164962207,Healthy
0.017528300125100378,717.7889911518233,Healthy
0.03787571089240429,748.4125211675104,Healthy
0.04862062010196506,917.1757177193317,Healthy
0.09798443530875689,1086.0140961766883,Healthy
0.07668122928355842,789.5853832325165,Healthy
0.029219635992554376,1102.800057799607,Healthy
0.0783673926047646,750.0668127239779,Healthy
0.07074469362298076,953.4608266264233,Healthy
0.004008150969061997,1049.2717390284135,Healthy
0.029902377788923306,922.1678541935673,Healthy
0.09784574482457072,1172.3058930932007,Healthy
0.004971957686707745,986.8509611793663,Healthy
0.05078880348211901,862.3967401197389,Healthy
0.08926266966458371,1063.0287185563361,Healthy
0.019462607476727917,1159.8361067493806,Healthy
0.09237381842591626,935.4921173320661,Healthy
0.019658768132863366,1166.1880918497113,Healthy
0.08181066729556548,800.5342599317491,Healthy
0.030014726036043743,1114.8795031274456,Healthy
0.022116788451170225,807.7941593491709,Healthy
0.00938044286039369,1110.3206706676979,Healthy
0.05059161980093611,931.8175041151492,Healthy
0.08941628931676025,1005.5484496866754,Healthy
0.03206995671916149,751.6521661613403,Healthy
0.022344521651370033,887.2502859698097,Healthy
0.006376473609657714,825.835981727483,Healthy
0.05775738432994524,738.5488307168478,Healthy
0.01766381961615113,1130.7050738649646,Healthy
0.03276294050552617,713.1756923357347,Healthy
0.08567808645926644,865.0581420010224,Healthy
0.059489958982203994,1197.8527148785897,Healthy
0.016690189094305412,1050.2016204451343,Healthy
0.04968225204846128,737.6534323819724,Healthy
0.05187540318520544,915.1178111550887,Healthy
0.007309392860280799,964.3804371979156,Healthy
0.06145733981445164,746.1820606663573,Healthy
0.09586253545900361,825.1152019632416,Healthy
0.07652122731977293,1127.8835428193438,Healthy
0.0015778139613898746,912.2420353615985,Healthy
0.002019142367083513,1170.6276092783044,Healthy
0.044074377334186475,877.25711879482,Healthy
0.054794493196517406,844.7543949561979,Healthy
0.07535327573375084,943.8590238468787,Healthy
0.013095451007288983,778.4427630554706,Healthy
0.07220054694312666,1183.8570335919394,Healthy
0.036318644844494666,774.0883365902484,Healthy
0.09756986114825572,1182.3125352976065,Healthy
0.0697198379173051,1138.0651113376252,Healthy
0.009745543140255688,973.331450386192,Healthy
0.03524507277724076,1147.8243250437056,Healthy
0.09032317891165259,896.2985097151995,Healthy
0.0911230874687417,709.1466932063839,Healthy
0.05915090306810866,1008.6851694006168,Healthy
0.0025205511848252022,1096.5509089904592,Healthy
0.0841509305177343,1062.8503812738904,Healthy
0.002930082862749592,815.2416349712763,Healthy
0.03692404635009705,893.6630180597228,Healthy
0.08324043471242161,755.1007704360878,Healthy
0.004622970163587467,829.9830100326503,Healthy
0.054310470141180185,814.4994791798737,Healthy
0.06946395566754085,950.0700515357628,Healthy
0.03440610777832339,815.5522631670934,Healthy
0.06174523909260308,978.9445837864138,Healthy
0.055430571171035475,949.6362433393662,Healthy
0.015171814920240265,788.8848985684357,Healthy
0.023566279031685282,979.2521990749183,Healthy
0.05948172678336511,815.3700387543603,Healthy
0.021017641579791392,823.3426566739859,Healthy
0.03907978061087227,760.0822866092781,Healthy
0.07881665497954202,921.7325225992872,Healthy
0.0773850874540784,1142.5764103385272,Healthy
0.004051322142316445,991.7131733297531,Healthy
0.007043989283631187,1095.0293198502882,Healthy
0.07786868455781619,1190.5708655076978,Healthy
0.008189723017794796,1163.9651770428486,Healthy
0.06063676269163777,910.2546707193821,Healthy
0.056933849418170264,769.9727800823325,Healthy
0.07131152172031673,988.3182756683198,Healthy
0.0068737895323817124,975.1656923498031,Healthy
0.07615519514447208,1041.760024371185,Healthy
0.015597563209104052,1010.0932645417122,Healthy
0.09083486177922676,868.5978085917758,Healthy
0.014567315356474587,778.6817045913785,Healthy
0.017555919889257393,1198.330769559531,Healthy
0.017999055977019358,820.3836139453849,Healthy
0.013516223813957229,1033.8187012633257,Healthy
0.06313509587738822,774.2638675214035,Healthy
0.06964664938473157,987.6580653342933,Healthy
0.07470626499512659,1129.9124842706653,Healthy
0.03322666625409609,1177.5395135618896,Healthy
