2-FAL,DP,Condition
0.0374540118847362,1036.351497104449,Healthy
0.0950714306409916,1098.3406985956865,Healthy
0.0731993941811405,825.2339493962495,Healthy
0.0598658484197036,1012.4370498034996,Healthy
0.0156018640442436,985.8729915718744,Healthy
0.0155994520336202,1116.4151883941356,Healthy
0.0058083612168199,1153.0435302406304,Healthy
0.0866176145774935,706.0783857386934,Healthy
0.0601115011743208,1037.0099595293964,Healthy
0.0708072577796045,725.9178995598645,Healthy
0.0020584494295802,974.429332538678,Healthy
0.0969909852161994,843.8163645218391,Healthy
0.0832442640800421,853.3882997610706,Healthy
0.0212339110678276,876.4792517261783,Healthy
0.01818249672071,1010.6462245248052,Healthy
0.0183404509853433,867.0249828343847,Healthy
0.0304242242959537,1066.3495252951402,Healthy
0.0524756431632237,902.2636927869348,Healthy
0.0431945018642115,734.1766001549793,Healthy
0.0291229140198041,1091.8799212420536,Healthy
0.0611852894722379,842.879162296353,Healthy
0.0139493860652041,916.3834397996312,Healthy
0.0292144648535218,1042.7219416109508,Healthy
0.0366361843293691,866.228078574356,Healthy
0.0456069984217036,728.2928280733578,Healthy
0.0785175961393013,886.9605235064068,Healthy
0.0199673782158359,1172.2242913471518,Healthy
0.0514234438413611,1020.8671986492792,Healthy
0.0592414568862042,1035.7395743336035,Healthy
0.0046450412719997,1016.14107681882,Healthy
0.0607544851901438,799.4960694797184,Healthy
0.0170524123687291,909.16693205114,Healthy
0.0065051592985279,1075.469899181659,Healthy
0.0948885537253333,750.6864487765796,Healthy
0.0965632033074559,838.9263880448561,Healthy
0.0808397348116461,838.1595542329268,Healthy
0.030461376917337,916.009463797253,Healthy
0.0097672114006383,1190.1843704710925,Healthy
0.0684233026512157,733.751273341911,Healthy
0.0440152493739601,959.3504971902976,Healthy
0.0122038234844778,789.6823410061053,Healthy
0.049517691011127,1185.338272704872,Healthy
0.0034388521115218,756.6517523637322,Healthy
0.0909320402078782,901.8005011807955,Healthy
0.0258779981600016,1068.9424924173031,Healthy
0.0662522284353982,1052.2772140137226,Healthy
0.031171107608941,911.364318446966,Healthy
0.052006802117781,873.2620839763591,Healthy
0.0546710279343279,898.8061892764352,Healthy
0.0184854455525527,832.1381315793196,Healthy
0.0969584627764558,802.6664693533999,Healthy
0.0775132823361114,941.519848779445,Healthy
0.0939498941564189,834.2668780338037,Healthy
0.0894827350427648,843.730832448625,Healthy
0.0597899978811085,1028.3780317372784,Healthy
0.0921874235023116,1184.268665849946,Healthy
0.0088492502051919,1001.8186002796876,Healthy
0.0195982862419145,738.4897335324831,Healthy
0.0045227288910538,737.7918069270335,Healthy
0.0325330330763264,1175.711610422783,Healthy
0.0388677289689482,848.6453951536669,Healthy
0.0271349031773895,746.0334930412378,Healthy
0.0828737509151929,999.5222935751908,Healthy
0.0356753326693589,1011.8243891451332,Healthy
0.028093450968738,1024.252410059344,Healthy
0.0542696083158248,833.7010139287706,Healthy
0.0140924224974762,707.5553421072375,Healthy
0.0802196980754039,1182.507684727236,Healthy
0.007455064367977,825.4465228455513,Healthy
0.0986886936600517,1038.0131440262735,Healthy
0.0772244769296657,1053.3149349393548,Healthy
0.0198715681534172,1005.0037085397428,Healthy
0.0005522117123602,856.4536971068242,Healthy
0.0815461428454834,835.5481268820329,Healthy
0.0706857343847617,998.8341413513516,Healthy
0.0729007168040987,1133.0478168058455,Healthy
0.0771270346685945,1173.3668644616978,Healthy
0.007404465173409,752.9529022018788,Healthy
0.0358465728544272,777.41430629886,Healthy
0.0115869059525129,1172.3681293915397,Healthy
0.0863103425875593,1068.2676141673962,Healthy
0.0623298126827557,1141.4969124148863,Healthy
0.0330898024852649,801.3163170676715,Healthy
0.0063558350286023,993.792935554701,Healthy
0.0310982321715662,1050.5697972087369,Healthy
0.0325183322026747,1040.0559427234864,Healthy
0.0729606178338064,904.0758454333492,Healthy
0.0637557471355213,707.6974458456542,Healthy
0.0887212742576326,991.4630284021316,Healthy
0.0472214925161949,826.5507695898044,Healthy
0.0119594245938301,925.1271230714452,Healthy
0.0713244787222995,1178.7905075419087,Healthy
0.0760785048616897,899.5176588212173,Healthy
0.0561277197569496,1119.9008033322134,Healthy
0.0770967179954561,794.2703028746256,Healthy
0.049379559636439,1036.2302490125144,Healthy
0.0522732829381994,1188.5034772194715,Healthy
0.0427541018358549,750.9465504364684,Healthy
0.0025419126744095,704.159971113596,Healthy
0.0107891426993304,916.7913963163072,Healthy
0.0031429185686734,746.3127415256836,Healthy
0.063641041126378,1074.1921748381158,Healthy
0.0314355981076326,1157.2743319242795,Healthy
0.0508570691164702,917.0104863543794,Healthy
0.0907566473926093,829.3558210777205,Healthy
0.0249292229148874,917.2016595033048,Healthy
0.0410382923035629,1061.7239089250006,Healthy
0.0755551138543048,704.5270807901854,Healthy
0.0228798165491622,994.7269947423486,Healthy
0.0076979909828793,1006.6458424436896,Healthy
0.0289751452913768,1018.8441234479678,Healthy
0.0161221287254004,821.0110399904386,Healthy
0.0929697652342573,1057.0263616890634,Healthy
0.0808120379564417,745.6957431658882,Healthy
0.0633403756510423,799.6351682334005,Healthy
0.0871460590187717,1138.735023327241,Healthy
0.0803672076899114,1069.3615753632832,Healthy
0.0186570058886035,706.8727770056727,Healthy
0.0892558998489977,824.1881301849,Healthy
0.053934224191565,807.2032414965822,Healthy
0.0807440155164062,835.4031640184862,Healthy
0.0896091299923493,823.7798851399432,Healthy
0.0318003474971863,731.2631478714229,Healthy
0.0110051924527676,929.4702582984102,Healthy
0.0227935162541941,1066.3667373930823,Healthy
0.0427107788626256,1003.3658623587182,Healthy
0.0818014765922493,1036.43583429904,Healthy
0.0860730583256343,740.5745892681196,Healthy
0.000695213053119,1175.7453550883936,Healthy
0.0510747302577565,1119.2459169215124,Healthy
0.0417411003148779,1102.5451592478314,Healthy
0.022210781047073,1111.4919025208835,Healthy
0.0119865367333682,1166.355254066381,Healthy
0.0337615171403627,972.1269830568488,Healthy
0.0942909703912519,800.1410089338129,Healthy
0.0323202932020755,1008.3918039262704,Healthy
0.0518790621743366,1071.4407468339696,Healthy
0.0703018958895177,1068.9586966770128,Healthy
0.0363629602379294,960.72451208344,Healthy
0.097178208272096,734.229359666789,Healthy
0.0962447294942111,885.5564692150639,Healthy
0.0251782295825364,1160.3833042316787,Healthy
0.0497248505892385,992.224454878713,Healthy
0.0300878309816769,969.1659716278568,Healthy
0.0284840494377467,834.4267571910967,Healthy
0.0036886947354532,884.2244599582895,Healthy
0.0609564333979896,1147.6730445765847,Healthy
0.0502679023228861,1033.231523763418,Healthy
0.0051478751249989,1093.6935133761665,Healthy
0.0278646464236611,927.1727115338276,Healthy
0.0908265885966653,1015.1236097280788,Healthy
0.0239561890666972,824.1918043716038,Healthy
0.0144894872091223,1052.7304151417432,Healthy
0.0489452760277563,913.8006668516688,Healthy
0.09856504541106,921.2727574073728,Healthy
0.02420552715115,1024.661162288441,Healthy
0.0672135547405878,1168.1403107344634,Healthy
0.0761619615328717,732.0031733043105,Healthy
0.0237637543992399,1112.3716186735037,Healthy
0.0728216348611859,846.1915552060966,Healthy
0.0367783132719253,921.9597272531888,Healthy
0.0632305830593579,710.9566643875045,Healthy
0.0633529710760894,850.5230389171566,Healthy
0.0535774684074758,951.3156213150652,Healthy
0.0090289770054408,728.0880386737196,Healthy
0.0835302495589238,945.5478646915826,Healthy
0.0320780064971735,1163.5553144292137,Healthy
0.0186518510399854,752.6966090539026,Healthy
0.0040775141554763,1082.2203640377522,Healthy
0.0590892943188241,904.8355266879964,Healthy
0.0677564361842282,1027.586857262169,Healthy
0.0016587828927856,830.1182989926147,Healthy
0.0512093058299281,779.7461312706791,Healthy
0.0226495775197937,780.2313071356132,Healthy
0.064517279040945,735.2459728215723,Healthy
0.0174366429004991,792.8233524506215,Healthy
0.0690937738102466,1032.109692494484,Healthy
0.0386735346300537,1140.845305921754,Healthy
0.0936729988736734,1107.062842795581,Healthy
0.0137520944145993,1042.567154937242,Healthy
0.0341066351050258,755.2159317055514,Healthy
0.0113473521240589,844.593723147975,Healthy
0.0924693618278562,854.9034376612344,Healthy
0.0877339353380981,824.9784731988107,Healthy
0.0257941627715155,957.5028298548616,Healthy
0.0659984046034179,967.7769074398364,Healthy
0.0817222200201215,878.4429875855551,Healthy
0.0555200811599462,876.894579368218,Healthy
0.0529650578356006,1114.2777989530407,Healthy
0.0241852290900451,1094.6464241598428,Healthy
0.0093102767805899,853.8979158403729,Healthy
0.0897215757953326,1156.8942219366295,Healthy
0.090041805716333,1176.407508501253,Healthy
0.0633101457273268,863.3712710150204,Healthy
0.03390297910487,877.2124743965275,Healthy
0.034920957461266,952.8170767109794,Healthy
0.0725955678870239,1170.5604062668367,Healthy
0.0897110259952577,1138.1597165711555,Healthy
0.0887086424265117,751.2839812917949,Healthy
0.0779875545857624,896.3653716357081,Healthy
0.0642031646154287,976.685594874886,Healthy
0.0084139964995048,951.56623627577,Healthy
0.0161628714094613,796.9315339684463,Healthy
0.0898554188527079,1129.4083855840772,Healthy
0.060642905965959,1038.4703914984186,Healthy
0.0009197051616629,1118.954187425902,Healthy
0.0101471542866032,1129.3821396747362,Healthy
0.0663501769108055,1074.1779268328698,Healthy
0.0005061583846218,919.6053006248588,Healthy
0.0160808051417498,1005.2733775077122,Healthy
0.0548733789366586,780.1827030598715,Healthy
0.0691895197692693,1036.822708737454,Healthy
0.06519612595026,789.6266278696404,Healthy
0.0224269309460559,1046.9747952550783,Healthy
0.0712179221347535,814.7990803769843,Healthy
0.02372490874968,758.77565007511,Healthy
0.0325399698159267,782.6422450714787,Healthy
0.0746491405118024,700.9960676095351,Healthy
0.0649632899047214,1059.369808926765,Healthy
0.0849223410494178,1066.2005245291896,Healthy
0.0657612892300343,957.4666749566296,Healthy
0.0568308603335471,780.6814005276918,Healthy
0.0093674767828092,741.7771687553449,Healthy
0.0367715803059433,709.5644832186435,Healthy
0.0265202367681725,782.8740884826103,Healthy
0.0243989643379083,1145.4277674915734,Healthy
0.0973010554752445,820.7684208508409,Healthy
0.039309772466676,877.1356636086078,Healthy
0.0892046555177113,752.6727422406666,Healthy
0.0631138625997262,811.1806523740852,Healthy
0.0794811303541648,959.6122853901026,Healthy
0.0502637093105192,1003.8763415478264,Healthy
0.0576903884626359,822.6761570831055,Healthy
0.0492517693818863,728.8660796125586,Healthy
0.0195242987798044,895.5164345636994,Healthy
0.0722452115261505,817.1016854631671,Healthy
0.0280772362440855,809.776961614901,Healthy
0.0024315966431453,1179.9314013567275,Healthy
0.0645472295907167,1008.150242962862,Healthy
0.0177110679407048,978.439221586048,Healthy
0.0940458584352914,907.8875517616608,Healthy
0.0953928577002587,914.472166715072,Healthy
0.0914864390220448,970.4525019190404,Healthy
0.0370158700255444,1048.2149035180537,Healthy
0.0015456616528867,1051.0730480909149,Healthy
0.0928318562587725,785.8469538527248,Healthy
0.0428184148317314,950.0563760383136,Healthy
0.0966654819043669,905.979047517051,Healthy
0.0963619977089252,1135.263483134692,Healthy
0.085300945546736,1015.7094606091882,Healthy
0.3650040028626271,583.1260166039955,Poor
0.4465879557417327,478.8486605447293,Poor
0.8660230043651712,601.4094723308529,Poor
0.3852298046406499,479.3009764200584,Poor
0.2525434720174833,534.3016438914381,Poor
0.6011211362125152,485.710491203583,Poor
0.9425392967447028,623.0184117560923,Poor
0.7264268170074757,501.56302845903815,Poor
0.6130550530804285,547.9648432970065,Poor
0.1874588443936917,673.9186944046946,Poor
0.6535065040292528,501.07909584974254,Poor
0.9910484650938368,576.9512659896948,Poor
0.2260756137128716,554.8179152915055,Poor
0.5664966871273631,454.5310102614324,Poor
0.8896357647351599,648.1895283932032,Poor
0.766691755978784,467.26147657864993,Poor
0.7273141668957411,568.5637552442383,Poor
0.7322356755883983,590.1695737347375,Poor
0.4235420360977796,607.1066141536468,Poor
0.3642326598380441,622.1579073269688,Poor
0.8284250399306623,513.3180958806788,Poor
0.8291020552112627,452.4946941646123,Poor
0.8803650867220933,630.860915588728,Poor
0.921916497300824,583.9141498368947,Poor
0.560208158974844,659.0294258018122,Poor
0.5513646652184797,655.3470907251735,Poor
0.8184656610700977,660.8315419469708,Poor
0.6849675376999886,571.273664994885,Poor
0.731770189531933,533.4070989592165,Poor
0.816213402492491,647.8895506478425,Poor
0.9010048076358096,562.8235282573137,Poor
0.4041956411663823,495.8605491008586,Poor
0.4380246573759496,663.7435048903686,Poor
0.1845837458567821,670.6399691930868,Poor
0.6204521268965566,566.5774390350425,Poor
0.1323480464170678,468.92493182744687,Poor
0.5190382163192142,546.9565224792328,Poor
0.588380171236819,650.8844148656508,Poor
0.357887126915456,675.4435071365572,Poor
0.6317499345121097,500.86818562439896,Poor
0.1274502249451445,466.74340300631786,Poor
0.1336133698742929,669.3376132832096,Poor
0.8403405045936925,547.3512347447188,Poor
0.4241715772701366,585.4402410668908,Poor
0.2143544613866963,692.0164530126897,Poor
0.5700189340493239,466.6411819785557,Poor
0.7929941977887498,612.0795018630239,Poor
0.2942389247471588,468.5263556437168,Poor
0.6606014282371002,543.8672321166251,Poor
0.1768127184943912,650.9536362983617,Poor
0.1465135490517469,558.3680581889087,Poor
0.5782191684113333,699.2955884757375,Poor
0.5865716094490959,589.7648212366505,Poor
0.6736869113483859,530.2905381589884,Poor
0.7534822003503954,505.0278314761883,Poor
0.9782668715162812,537.6301335715405,Poor
0.5646703134710758,543.1333184398877,Poor
0.3906608256471213,467.17841943099023,Poor
0.8156675752918333,542.3935498566933,Poor
0.3437490261358668,566.0596299348063,Poor
0.4950742786350725,630.6844380597012,Poor
0.1706107432080393,614.182371180402,Poor
0.1228156690739117,627.1914138072885,Poor
0.9663835732101326,452.0909204692143,Poor
0.8523821084609853,504.416849895134,Poor
0.7263767854843282,615.4210720999641,Poor
0.4680576499728429,570.9973420449368,Poor
0.2559648880637612,451.3283689170865,Poor
0.2407933384039774,651.1236606079556,Poor
0.3252186083481358,643.2023933225844,Poor
0.5943039982355084,587.1047907483907,Poor
0.7431363304300561,466.615831444068,Poor
0.6941776390459581,641.6287623831462,Poor
0.3519405072513486,595.928396932841,Poor
0.9593787525968748,645.4899942894898,Poor
0.7641072250261917,637.9367480989602,Poor
0.5989186472602607,650.7505179894592,Poor
0.650548671610917,579.5020166011562,Poor
0.4776400561850109,485.0811295483787,Poor
0.3229578905510417,617.7893683449222,Poor
0.4203754107861355,605.1184462629926,Poor
0.7820614994179322,635.5632967997718,Poor
0.1129541397667802,492.47025151268383,Poor
0.2044653764562246,498.7437999750723,Poor
0.1414023778195774,672.6023793048321,Poor
0.1366559220870731,637.4944496130177,Poor
0.8699145256099065,677.0571221750807,Poor
0.7332920734420213,639.6788302909802,Poor
0.5267564461785927,599.2888264975754,Poor
0.1880507445859013,613.5331842569684,Poor
0.5424542876051491,672.2819809850025,Poor
0.5261245937025091,594.7016886279852,Poor
0.2558816829190137,608.0978310820968,Poor
0.4904664843141757,489.11917900090015,Poor
0.458654260957636,568.4803050290257,Poor
0.6542650882469948,629.0992779895248,Poor
0.6715842857808794,517.7356745790913,Poor
0.14077360879484,500.5635451311337,Poor
0.4371513531638241,528.456702056104,Poor
0.6632739241428127,510.3751569982084,Poor
0.552822632722079,503.72815925909896,Poor
0.87084085706949,556.2127107170218,Poor
0.6928242684570505,676.9596284708836,Poor
0.2466409843732867,576.7649116846795,Poor
0.1635118726603868,496.98009520383073,Poor
0.678177350385684,469.2429173452185,Poor
0.1238601794874596,624.0390362844813,Poor
0.627198023146117,545.699691109097,Poor
0.9462072172824618,655.4577366463398,Poor
0.6179267600882911,614.8776921601925,Poor
0.4493529335858697,649.0603626353421,Poor
0.6789593965981179,517.9865098546122,Poor
0.512427601442365,623.0897306152646,Poor
0.5910551103843414,516.0154961734297,Poor
0.9473183278988726,684.7671198625729,Poor
0.4474923740206968,609.0935703833436,Poor
0.9650715074415228,531.1279500438355,Poor
0.9148155777604574,517.3779655730682,Poor
0.2762120213103668,497.7316462679109,Poor
0.1624251707876489,623.6602397234319,Poor
0.190700201239684,504.6789032494818,Poor
0.1163996430863947,598.8258164818723,Poor
0.1849986646803355,516.1587567313393,Poor
0.7147060960747211,615.4922361984671,Poor
0.1640697836142061,653.7349321351348,Poor
0.3870780672643852,644.5063107861633,Poor
0.8603877798725091,640.2128327326955,Poor
0.1209447421622432,496.930601423063,Poor
0.8330216343300422,472.0962367461297,Poor
0.35366929729606,624.7372071218464,Poor
0.2063483448594906,542.0868034485878,Poor
0.7270634488277355,558.0865566008368,Poor
0.6660485621018956,457.78727319834775,Poor
0.8897248121743476,514.8941123187623,Poor
0.7615639394234972,458.419100968616,Poor
0.8231328373463637,669.7964431503119,Poor
0.3538311153141759,510.8491708046327,Poor
0.2596955894017505,589.334292393252,Poor
